time,open,high,low,close,spread
2023-01-24 15:00:00,1.08588,1.08798,1.08532,1.0865,20
2023-01-24 16:00:00,1.0865,1.08691,1.08395,1.08413,20
2023-01-24 17:00:00,1.08413,1.08796,1.08342,1.08743,20
2023-01-24 18:00:00,1.08743,1.08823,1.08661,1.08708,20
2023-01-24 19:00:00,1.08707,1.08861,1.08692,1.08823,19
2023-01-24 20:00:00,1.08823,1.08879,1.08759,1.08781,15
2023-01-24 21:00:00,1.08782,1.08835,1.08731,1.08829,15
2023-01-24 22:00:00,1.08832,1.08838,1.08782,1.08806,15
2023-01-24 23:00:00,1.08807,1.08881,1.08798,1.08845,15
2023-01-25 00:00:00,1.08849,1.08877,1.08797,1.0885,20
2023-01-25 01:00:00,1.0884800000000001,1.08895,1.08819,1.0889,18
2023-01-25 02:00:00,1.08888,1.08897,1.088,1.08862,15
2023-01-25 03:00:00,1.08862,1.08933,1.08833,1.08921,15
2023-01-25 04:00:00,1.08922,1.09006,1.08921,1.08957,15
2023-01-25 05:00:00,1.08954,1.08985,1.08916,1.08963,15
2023-01-25 06:00:00,1.08964,1.09019,1.08961,1.08978,15
2023-01-25 07:00:00,1.08978,1.08986,1.08906,1.08966,15
2023-01-25 08:00:00,1.08967,1.09103,1.08946,1.09053,15
2023-01-25 09:00:00,1.09054,1.09103,1.08778,1.08801,20
2023-01-25 10:00:00,1.08801,1.08904,1.08662,1.08759,20
2023-01-25 11:00:00,1.08758,1.0890900000000001,1.0869,1.08803,19
2023-01-25 12:00:00,1.08804,1.08804,1.08622,1.08649,20
2023-01-25 13:00:00,1.08648,1.08687,1.08564,1.08635,20
2023-01-25 14:00:00,1.0863,1.08759,1.08576,1.08733,19
2023-01-25 15:00:00,1.08729,1.08839,1.08636,1.08711,20
2023-01-25 16:00:00,1.08711,1.08995,1.0867499999999999,1.0893,20
2023-01-25 17:00:00,1.08928,1.09226,1.089,1.0901399999999999,20
2023-01-25 18:00:00,1.09011,1.09025,1.08732,1.08994,20
2023-01-25 19:00:00,1.08996,1.09027,1.08932,1.08983,15
2023-01-25 20:00:00,1.08983,1.09174,1.08983,1.09083,16
2023-01-25 21:00:00,1.09083,1.09141,1.09059,1.09137,16
2023-01-25 22:00:00,1.09137,1.09167,1.09055,1.0913599999999999,15
2023-01-25 23:00:00,1.09132,1.0917,1.09105,1.0914,15
2023-01-26 00:00:00,1.09142,1.0917,1.09107,1.09126,18
2023-01-26 01:00:00,1.0912,1.09218,1.09103,1.09198,18
2023-01-26 02:00:00,1.09199,1.09237,1.09147,1.09147,15
2023-01-26 03:00:00,1.0915,1.092,1.09062,1.09183,15
2023-01-26 04:00:00,1.09181,1.09208,1.09099,1.09144,15
2023-01-26 05:00:00,1.09143,1.09167,1.09103,1.09122,15
2023-01-26 06:00:00,1.09122,1.09174,1.0912,1.09137,15
2023-01-26 07:00:00,1.09134,1.09179,1.09079,1.09178,15
2023-01-26 08:00:00,1.09175,1.09284,1.09162,1.09194,15
2023-01-26 09:00:00,1.09194,1.09218,1.09058,1.09185,20
2023-01-26 10:00:00,1.09178,1.0927,1.09048,1.09081,20
2023-01-26 11:00:00,1.09082,1.09091,1.08916,1.08947,20
2023-01-26 12:00:00,1.08947,1.0907,1.08929,1.09058,19
2023-01-26 13:00:00,1.09058,1.09068,1.08983,1.09021,16
2023-01-26 14:00:00,1.09021,1.09034,1.08859,1.0892,20
2023-01-26 15:00:00,1.08919,1.0907499999999999,1.08717,1.09017,20
2023-01-26 16:00:00,1.09018,1.09167,1.08806,1.08854,20
2023-01-26 17:00:00,1.08854,1.08939,1.08499,1.08542,20
2023-01-26 18:00:00,1.08542,1.08709,1.08496,1.08637,20
2023-01-26 19:00:00,1.08637,1.08689,1.08572,1.08637,15
2023-01-26 20:00:00,1.08634,1.08873,1.08627,1.08853,20
2023-01-26 21:00:00,1.08853,1.08893,1.08813,1.08883,15
2023-01-26 22:00:00,1.08883,1.08916,1.08856,1.08912,15
2023-01-26 23:00:00,1.08912,1.08937,1.08893,1.08908,15
2023-01-27 00:00:00,1.0891,1.08914,1.08854,1.08894,22
2023-01-27 01:00:00,1.0889199999999999,1.08954,1.08863,1.08924,17
2023-01-27 02:00:00,1.08924,1.08994,1.08923,1.08955,15
2023-01-27 03:00:00,1.08952,1.08983,1.08851,1.08886,15
2023-01-27 04:00:00,1.08885,1.08891,1.08776,1.08785,15
2023-01-27 05:00:00,1.08785,1.08792,1.08697,1.08727,15
2023-01-27 06:00:00,1.08727,1.08727,1.0865,1.08653,15
2023-01-27 07:00:00,1.08653,1.0873,1.08647,1.08729,15
2023-01-27 08:00:00,1.08728,1.08729,1.08651,1.08689,15
2023-01-27 09:00:00,1.08687,1.08786,1.0867,1.08727,19
2023-01-27 10:00:00,1.08727,1.08907,1.08648,1.08896,20
2023-01-27 11:00:00,1.08896,1.08914,1.08766,1.08829,15
2023-01-27 12:00:00,1.08829,1.08944,1.08818,1.08883,16
2023-01-27 13:00:00,1.08883,1.08928,1.08746,1.08781,15
2023-01-27 14:00:00,1.08781,1.08798,1.08653,1.08659,15
2023-01-27 15:00:00,1.08658,1.08768,1.08584,1.0861399999999999,20
2023-01-27 16:00:00,1.0861399999999999,1.08758,1.08442,1.08642,20
2023-01-27 17:00:00,1.08639,1.08781,1.08368,1.08375,20
2023-01-27 18:00:00,1.08375,1.08664,1.08371,1.08555,20
2023-01-27 19:00:00,1.08555,1.08709,1.08517,1.08656,15
2023-01-27 20:00:00,1.08655,1.08666,1.08554,1.0865,20
2023-01-27 21:00:00,1.0865,1.08714,1.08634,1.08676,15
2023-01-27 22:00:00,1.08678,1.08721,1.0863,1.08643,15
2023-01-27 23:00:00,1.08644,1.08684,1.08637,1.08664,15
2023-01-30 00:00:00,1.08598,1.08652,1.08591,1.08641,27
2023-01-30 01:00:00,1.08644,1.08718,1.08643,1.0871,17
2023-01-30 02:00:00,1.0871,1.08743,1.08683,1.0873599999999999,15
2023-01-30 03:00:00,1.0873599999999999,1.08744,1.0860400000000001,1.08727,15
2023-01-30 04:00:00,1.08728,1.08728,1.08646,1.08683,15
2023-01-30 05:00:00,1.08684,1.08685,1.08635,1.08677,16
2023-01-30 06:00:00,1.08676,1.08784,1.08668,1.08755,15
2023-01-30 07:00:00,1.08749,1.08759,1.08634,1.08683,15
2023-01-30 08:00:00,1.08683,1.08686,1.08573,1.08611,15
2023-01-30 09:00:00,1.08609,1.08688,1.08521,1.08588,20
2023-01-30 10:00:00,1.08588,1.08886,1.08588,1.08805,20
2023-01-30 11:00:00,1.08805,1.0903100000000001,1.08756,1.09009,19
2023-01-30 12:00:00,1.0901,1.09128,1.09007,1.09098,20
2023-01-30 13:00:00,1.09098,1.09105,1.08897,1.08954,15
2023-01-30 14:00:00,1.08957,1.09085,1.08921,1.09029,15
2023-01-30 15:00:00,1.0903,1.09102,1.08852,1.08852,20
2023-01-30 16:00:00,1.08854,1.08987,1.08788,1.08905,16
2023-01-30 17:00:00,1.08904,1.08983,1.08666,1.08698,20
2023-01-30 18:00:00,1.08698,1.08738,1.08597,1.08649,20
2023-01-30 19:00:00,1.08648,1.08659,1.08565,1.08568,15
2023-01-30 20:00:00,1.08568,1.08597,1.0849199999999999,1.08535,15
2023-01-30 21:00:00,1.08536,1.08546,1.08383,1.08452,19
2023-01-30 22:00:00,1.08451,1.08536,1.08432,1.08449,15
2023-01-30 23:00:00,1.08454,1.08516,1.08447,1.08491,15
2023-01-31 00:00:00,1.08496,1.08515,1.08465,1.08502,18
2023-01-31 01:00:00,1.08503,1.08503,1.08456,1.08487,16
2023-01-31 02:00:00,1.08493,1.08563,1.08477,1.0853,15
2023-01-31 03:00:00,1.08531,1.08592,1.08501,1.08567,15
2023-01-31 04:00:00,1.08567,1.08581,1.08491,1.0851,15
2023-01-31 05:00:00,1.0851,1.08518,1.08433,1.08437,15
2023-01-31 06:00:00,1.08437,1.08453,1.08386,1.08451,15
2023-01-31 07:00:00,1.08451,1.08459,1.08322,1.08337,15
2023-01-31 08:00:00,1.08339,1.08416,1.08307,1.08385,15
2023-01-31 09:00:00,1.08386,1.08488,1.08333,1.08432,15
2023-01-31 10:00:00,1.08432,1.0844,1.08016,1.08026,20
2023-01-31 11:00:00,1.08023,1.08335,1.08007,1.08286,20
2023-01-31 12:00:00,1.08285,1.08305,1.08193,1.0822,15
2023-01-31 13:00:00,1.08218,1.08372,1.08205,1.08349,16
2023-01-31 14:00:00,1.08352,1.08378,1.08246,1.08252,20
2023-01-31 15:00:00,1.08251,1.08624,1.08251,1.08502,20
2023-01-31 16:00:00,1.08503,1.08636,1.08422,1.08469,20
2023-01-31 17:00:00,1.08464,1.08616,1.0832600000000001,1.08587,20
2023-01-31 18:00:00,1.08587,1.08668,1.08523,1.08561,20
2023-01-31 19:00:00,1.0856,1.08654,1.08498,1.08642,15
2023-01-31 20:00:00,1.08643,1.0874,1.08637,1.08714,15
2023-01-31 21:00:00,1.08715,1.08731,1.08621,1.08632,15
2023-01-31 22:00:00,1.08633,1.08721,1.08589,1.08711,15
2023-01-31 23:00:00,1.08713,1.08717,1.08598,1.0862,15
2023-02-01 00:00:00,1.0861399999999999,1.08639,1.08582,1.08607,18
2023-02-01 01:00:00,1.08605,1.08646,1.08591,1.08595,15
2023-02-01 02:00:00,1.08598,1.08633,1.08576,1.08615,15
2023-02-01 03:00:00,1.08615,1.08628,1.08562,1.08564,15
2023-02-01 04:00:00,1.08564,1.08564,1.08514,1.08529,15
2023-02-01 05:00:00,1.08531,1.0862,1.08516,1.08619,15
2023-02-01 06:00:00,1.08618,1.0868,1.08616,1.08649,15
2023-02-01 07:00:00,1.08648,1.08739,1.08645,1.08707,15
2023-02-01 08:00:00,1.08707,1.08762,1.08648,1.08687,15
2023-02-01 09:00:00,1.08687,1.08828,1.08657,1.08792,20
2023-02-01 10:00:00,1.08792,1.08876,1.08687,1.08865,19
2023-02-01 11:00:00,1.08866,1.08876,1.08776,1.08823,20
2023-02-01 12:00:00,1.08814,1.08929,1.08781,1.08913,15
2023-02-01 13:00:00,1.08913,1.08959,1.08876,1.08916,15
2023-02-01 14:00:00,1.08916,1.08969,1.08871,1.08904,15
2023-02-01 15:00:00,1.08907,1.0909,1.08872,1.09032,19
2023-02-01 16:00:00,1.0903100000000001,1.09099,1.09001,1.09026,20
2023-02-01 17:00:00,1.09032,1.09238,1.08882,1.09188,19
2023-02-01 18:00:00,1.09187,1.09232,1.09133,1.09156,15
2023-02-01 19:00:00,1.09156,1.09182,1.09038,1.09069,15
2023-02-01 20:00:00,1.0907,1.09199,1.09052,1.09148,20
2023-02-01 21:00:00,1.09158,1.09856,1.08874,1.09769,20
2023-02-01 22:00:00,1.09771,1.10004,1.09685,1.09873,20
2023-02-01 23:00:00,1.09872,1.09898,1.09824,1.09889,15
2023-02-02 00:00:00,1.09887,1.09895,1.09845,1.09863,18
2023-02-02 01:00:00,1.0986,1.1032,1.09854,1.10118,17
2023-02-02 02:00:00,1.10118,1.1025800000000001,1.10095,1.10179,18
2023-02-02 03:00:00,1.10181,1.10203,1.10055,1.10125,15
2023-02-02 04:00:00,1.10122,1.10204,1.10111,1.10179,17
2023-02-02 05:00:00,1.10179,1.10198,1.10138,1.10167,15
2023-02-02 06:00:00,1.10164,1.10246,1.10149,1.10189,15
2023-02-02 07:00:00,1.10187,1.1024,1.10182,1.10192,15
2023-02-02 08:00:00,1.10191,1.10208,1.10035,1.10042,15
2023-02-02 09:00:00,1.10047,1.10138,1.09903,1.09926,20
2023-02-02 10:00:00,1.09926,1.10096,1.09905,1.10042,19
2023-02-02 11:00:00,1.10042,1.10053,1.09878,1.09977,19
2023-02-02 12:00:00,1.09977,1.09994,1.09796,1.0982,20
2023-02-02 13:00:00,1.0982,1.10013,1.09812,1.09983,20
2023-02-02 14:00:00,1.09983,1.10033,1.09815,1.09832,20
2023-02-02 15:00:00,1.09832,1.10025,1.09425,1.09442,20
2023-02-02 16:00:00,1.09442,1.09655,1.09038,1.09042,19
2023-02-02 17:00:00,1.09041,1.09388,1.08842,1.09359,20
2023-02-02 18:00:00,1.09356,1.0948,1.09062,1.0916,20
2023-02-02 19:00:00,1.09161,1.09259,1.09047,1.09074,20
2023-02-02 20:00:00,1.09079,1.09219,1.09069,1.09183,15
2023-02-02 21:00:00,1.09183,1.09215,1.09043,1.0907,20
2023-02-02 22:00:00,1.09071,1.09141,1.09045,1.09129,16
2023-02-02 23:00:00,1.09129,1.09154,1.09072,1.09082,15
2023-02-03 00:00:00,1.09078,1.0909200000000001,1.09058,1.09068,18
2023-02-03 01:00:00,1.09068,1.09106,1.09033,1.09038,16
2023-02-03 02:00:00,1.09038,1.09043,1.08914,1.08965,15
2023-02-03 03:00:00,1.08966,1.08987,1.08903,1.08928,15
2023-02-03 04:00:00,1.08928,1.08951,1.0887,1.08887,15
2023-02-03 05:00:00,1.08887,1.08952,1.08885,1.0893,15
2023-02-03 06:00:00,1.0893,1.08938,1.08863,1.08922,15
2023-02-03 07:00:00,1.08922,1.08975,1.0889,1.08927,15
2023-02-03 08:00:00,1.08928,1.08989,1.08905,1.08974,15
2023-02-03 09:00:00,1.08967,1.0905,1.0881,1.08985,20
2023-02-03 10:00:00,1.08985,1.09065,1.08838,1.09026,20
2023-02-03 11:00:00,1.09027,1.093,1.08926,1.09291,20
2023-02-03 12:00:00,1.09289,1.09358,1.09241,1.09341,20
2023-02-03 13:00:00,1.09343,1.09361,1.09238,1.09282,16
2023-02-03 14:00:00,1.09282,1.09361,1.0925,1.09318,15
2023-02-03 15:00:00,1.0930900000000001,1.09393,1.08255,1.08389,20
2023-02-03 16:00:00,1.08388,1.08707,1.08317,1.08621,19
2023-02-03 17:00:00,1.08608,1.08752,1.08084,1.08574,20
2023-02-03 18:00:00,1.08574,1.08607,1.08225,1.08242,19
2023-02-03 19:00:00,1.08241,1.0836,1.08213,1.08237,20
2023-02-03 20:00:00,1.08237,1.08239,1.08044,1.08109,20
2023-02-03 21:00:00,1.08109,1.08136,1.08009,1.08037,20
2023-02-03 22:00:00,1.08036,1.08038,1.07922,1.07924,20
2023-02-03 23:00:00,1.07929,1.07998,1.07914,1.07923,16
2023-02-06 00:00:00,1.07869,1.07935,1.07845,1.0791,18
2023-02-06 01:00:00,1.07911,1.07969,1.0784,1.07886,17
2023-02-06 02:00:00,1.07885,1.0794,1.07805,1.07878,20
2023-02-06 03:00:00,1.07876,1.07932,1.07834,1.07842,17
2023-02-06 04:00:00,1.07842,1.07973,1.07813,1.07897,16
2023-02-06 05:00:00,1.07897,1.07973,1.07883,1.07893,14
2023-02-06 06:00:00,1.07893,1.07981,1.07878,1.07954,15
2023-02-06 07:00:00,1.07953,1.07971,1.07891,1.07958,15
2023-02-06 08:00:00,1.07958,1.07971,1.07855,1.07863,15
2023-02-06 09:00:00,1.07863,1.07955,1.0779,1.0779,20
2023-02-06 10:00:00,1.0779,1.07944,1.07738,1.07843,19
2023-02-06 11:00:00,1.07843,1.07873,1.07643,1.07657,20
2023-02-06 12:00:00,1.07657,1.07766,1.07589,1.07651,20
2023-02-06 13:00:00,1.07649,1.07664,1.07558,1.07652,19
2023-02-06 14:00:00,1.07652,1.07823,1.07647,1.07722,20
2023-02-06 15:00:00,1.0772,1.07769,1.07562,1.07571,20
2023-02-06 16:00:00,1.07571,1.07652,1.07381,1.07436,20
2023-02-06 17:00:00,1.0743800000000001,1.07469,1.07211,1.07291,20
2023-02-06 18:00:00,1.07294,1.07384,1.07164,1.07203,19
2023-02-06 19:00:00,1.07203,1.0721,1.07085,1.07122,20
2023-02-06 20:00:00,1.07122,1.07258,1.07093,1.07254,15
2023-02-06 21:00:00,1.07254,1.07363,1.07226,1.07237,16
2023-02-06 22:00:00,1.07237,1.073,1.07175,1.07288,15
2023-02-06 23:00:00,1.07285,1.07294,1.07227,1.07242,15
2023-02-07 00:00:00,1.07243,1.07273,1.07218,1.07254,20
2023-02-07 01:00:00,1.07256,1.07283,1.07223,1.07282,16
2023-02-07 02:00:00,1.07281,1.07354,1.07273,1.07353,16
2023-02-07 03:00:00,1.07353,1.07416,1.07327,1.07403,16
2023-02-07 04:00:00,1.07403,1.07407,1.07352,1.07401,15
2023-02-07 05:00:00,1.07402,1.07418,1.0735,1.07374,15
2023-02-07 06:00:00,1.07373,1.07374,1.07277,1.07319,16
2023-02-07 07:00:00,1.0732,1.07408,1.07297,1.07394,15
2023-02-07 08:00:00,1.07394,1.07428,1.07342,1.07383,15
2023-02-07 09:00:00,1.07383,1.07388,1.07221,1.07232,20
2023-02-07 10:00:00,1.07232,1.07251,1.06961,1.07182,20
2023-02-07 11:00:00,1.07181,1.07341,1.07097,1.071,20
2023-02-07 12:00:00,1.07099,1.07217,1.07058,1.07128,20
2023-02-07 13:00:00,1.07127,1.07171,1.06972,1.07041,20
2023-02-07 14:00:00,1.0704,1.07114,1.07008,1.07045,19
2023-02-07 15:00:00,1.07043,1.07055,1.06849,1.06944,20
2023-02-07 16:00:00,1.06944,1.06986,1.06788,1.06814,20
2023-02-07 17:00:00,1.06814,1.06957,1.06682,1.06918,20
2023-02-07 18:00:00,1.06918,1.07112,1.06876,1.07039,20
2023-02-07 19:00:00,1.07039,1.07654,1.0689,1.07593,19
2023-02-07 20:00:00,1.07593,1.07618,1.06864,1.0701100000000001,19
2023-02-07 21:00:00,1.0701,1.07276,1.07004,1.07185,20
2023-02-07 22:00:00,1.07185,1.07284,1.07074,1.07241,20
2023-02-07 23:00:00,1.0724,1.07289,1.07207,1.07247,15
2023-02-08 00:00:00,1.07244,1.07287,1.07214,1.07286,18
2023-02-08 01:00:00,1.07277,1.0729899999999999,1.07242,1.07292,16
2023-02-08 02:00:00,1.07295,1.07332,1.07259,1.07312,16
2023-02-08 03:00:00,1.07309,1.07341,1.07221,1.0725500000000001,15
2023-02-08 04:00:00,1.0725500000000001,1.07322,1.07229,1.07319,15
2023-02-08 05:00:00,1.07319,1.07339,1.07294,1.07315,15
2023-02-08 06:00:00,1.07314,1.07339,1.07297,1.07326,15
2023-02-08 07:00:00,1.07324,1.07339,1.07264,1.07327,15
2023-02-08 08:00:00,1.07327,1.07386,1.07262,1.07262,15
2023-02-08 09:00:00,1.07262,1.07588,1.0723,1.07577,20
2023-02-08 10:00:00,1.07578,1.07579,1.07401,1.07513,19
2023-02-08 11:00:00,1.07514,1.07599,1.07492,1.0754299999999999,19
2023-02-08 12:00:00,1.0754299999999999,1.07548,1.0742,1.07455,20
2023-02-08 13:00:00,1.07455,1.07466,1.0732,1.07341,19
2023-02-08 14:00:00,1.0734,1.07483,1.07327,1.07328,15
2023-02-08 15:00:00,1.07329,1.07368,1.07248,1.07307,20
2023-02-08 16:00:00,1.07308,1.07424,1.07171,1.07241,20
2023-02-08 17:00:00,1.07241,1.0727,1.07127,1.07243,20
2023-02-08 18:00:00,1.07244,1.07354,1.07177,1.07326,20
2023-02-08 19:00:00,1.07326,1.07392,1.07249,1.07275,20
2023-02-08 20:00:00,1.07276,1.07382,1.07234,1.07331,20
2023-02-08 21:00:00,1.07331,1.07332,1.07199,1.07221,20
2023-02-08 22:00:00,1.07221,1.07236,1.07085,1.07129,19
2023-02-08 23:00:00,1.07129,1.07145,1.07098,1.07098,15
2023-02-09 00:00:00,1.07099,1.07164,1.07077,1.07115,19
2023-02-09 01:00:00,1.07112,1.07161,1.07085,1.07142,16
2023-02-09 02:00:00,1.07142,1.07181,1.07137,1.0715,15
2023-02-09 03:00:00,1.0715,1.07251,1.07084,1.0723799999999999,15
2023-02-09 04:00:00,1.0723799999999999,1.07319,1.07228,1.07298,15
2023-02-09 05:00:00,1.0729899999999999,1.07317,1.07245,1.07287,15
2023-02-09 06:00:00,1.07287,1.07317,1.07274,1.07312,15
2023-02-09 07:00:00,1.07312,1.07373,1.07258,1.07347,15
2023-02-09 08:00:00,1.07347,1.07439,1.07326,1.07388,15
2023-02-09 09:00:00,1.07387,1.07392,1.07231,1.0732,19
2023-02-09 10:00:00,1.0732,1.07586,1.0731600000000001,1.07519,20
2023-02-09 11:00:00,1.0752,1.0768,1.07501,1.07628,19
2023-02-09 12:00:00,1.07628,1.07775,1.07582,1.07765,19
2023-02-09 13:00:00,1.07766,1.07767,1.07577,1.07622,19
2023-02-09 14:00:00,1.07622,1.07713,1.07582,1.07685,20
2023-02-09 15:00:00,1.07684,1.07892,1.07618,1.07889,20
2023-02-09 16:00:00,1.07889,1.07898,1.07771,1.07791,20
2023-02-09 17:00:00,1.07792,1.07885,1.07606,1.0762,20
2023-02-09 18:00:00,1.07618,1.07624,1.07432,1.07599,20
2023-02-09 19:00:00,1.07594,1.07605,1.07381,1.07477,15
2023-02-09 20:00:00,1.07477,1.07478,1.07368,1.07403,20
2023-02-09 21:00:00,1.07403,1.07447,1.07322,1.07363,20
2023-02-09 22:00:00,1.07362,1.07385,1.07307,1.07327,19
2023-02-09 23:00:00,1.07326,1.07389,1.0732,1.07376,15
2023-02-10 00:00:00,1.07373,1.07414,1.07349,1.07396,22
2023-02-10 01:00:00,1.07396,1.07411,1.0737,1.07381,15
2023-02-10 02:00:00,1.07382,1.07385,1.07248,1.07337,15
2023-02-10 03:00:00,1.07337,1.0737700000000001,1.07272,1.07327,15
2023-02-10 04:00:00,1.0732,1.07334,1.07234,1.07242,15
2023-02-10 05:00:00,1.07242,1.07252,1.07166,1.07199,15
2023-02-10 06:00:00,1.07199,1.07233,1.07164,1.07176,15
2023-02-10 07:00:00,1.07176,1.07258,1.07172,1.0725,15
2023-02-10 08:00:00,1.0725,1.07282,1.0721,1.0722,15
2023-02-10 09:00:00,1.07221,1.0743800000000001,1.07182,1.07402,20
2023-02-10 10:00:00,1.07402,1.07519,1.07257,1.07413,19
2023-02-10 11:00:00,1.07413,1.07439,1.07032,1.07058,19
2023-02-10 12:00:00,1.07057,1.07104,1.06907,1.0708,20
2023-02-10 13:00:00,1.07077,1.07102,1.06927,1.06976,20
2023-02-10 14:00:00,1.06976,1.06997,1.06803,1.06822,15
2023-02-10 15:00:00,1.06822,1.06985,1.06806,1.0695000000000001,20
2023-02-10 16:00:00,1.06949,1.07059,1.06852,1.06964,20
2023-02-10 17:00:00,1.06965,1.07057,1.06736,1.06759,20
2023-02-10 18:00:00,1.06761,1.06861,1.06673,1.06678,19
2023-02-10 19:00:00,1.06678,1.06732,1.06654,1.06674,20
2023-02-10 20:00:00,1.06675,1.06759,1.06667,1.06704,15
2023-02-10 21:00:00,1.06704,1.06744,1.06673,1.06723,15
2023-02-10 22:00:00,1.06726,1.06798,1.06723,1.06779,15
2023-02-10 23:00:00,1.0678,1.06791,1.06741,1.06773,15
2023-02-13 00:00:00,1.0683,1.0683,1.06746,1.06769,32
2023-02-13 01:00:00,1.06771,1.06783,1.06703,1.06759,15
2023-02-13 02:00:00,1.06762,1.0678,1.06671,1.06717,16
2023-02-13 03:00:00,1.06717,1.06741,1.06546,1.0666,19
2023-02-13 04:00:00,1.06661,1.06701,1.06596,1.06667,19
2023-02-13 05:00:00,1.06667,1.06673,1.06598,1.06598,15
